transDate,close,high,low,open,volume,event
23/06/2014,5.256,5.256,5.256,5.256,0,
24/06/2014,5.256,5.256,5.256,5.256,0,
25/06/2014,5.256,5.256,5.256,5.256,0,
26/06/2014,5.256,5.256,5.256,5.256,0,
27/06/2014,5.256,5.256,5.256,5.256,0,
30/06/2014,5.256,5.256,5.256,5.256,0,
01/07/2014,5.256,5.256,5.256,5.256,0,
02/07/2014,5.256,5.256,5.256,5.256,0,
03/07/2014,5.256,5.256,5.256,5.256,0,
04/07/2014,5.256,5.256,5.256,5.256,0,
07/07/2014,5.256,5.256,5.256,5.256,0,
08/07/2014,5.256,5.256,5.256,5.256,0,
09/07/2014,5.256,5.256,5.256,5.256,0,
10/07/2014,5.037,5.037,5.037,5.037,0,
11/07/2014,5.256,5.256,5.256,5.256,0,DIVIDEND
14/07/2014,5.256,5.256,5.256,5.256,0,
15/07/2014,5.256,5.256,5.256,5.256,0,
16/07/2014,5.256,5.256,5.256,5.256,0,
17/07/2014,5.256,5.256,5.256,5.256,0,
18/07/2014,5.256,5.256,5.256,5.256,0,
21/07/2014,5.256,5.256,5.256,5.256,0,
22/07/2014,5.256,5.256,5.256,5.256,0,
23/07/2014,5.256,5.256,5.256,5.256,0,
24/07/2014,5.256,5.256,5.256,5.256,0,
25/07/2014,5.256,5.256,5.256,5.256,0,
28/07/2014,5.256,5.256,5.256,5.256,0,
29/07/2014,5.256,5.256,5.256,5.256,0,
30/07/2014,5.256,5.256,5.256,5.256,0,
31/07/2014,5.256,5.256,5.256,5.256,0,
01/08/2014,5.256,5.256,5.256,5.256,0,
04/08/2014,5.256,5.256,5.256,5.256,0,
05/08/2014,5.256,5.256,5.256,5.256,0,
06/08/2014,5.256,5.256,5.256,5.256,0,
07/08/2014,5.256,5.256,5.256,5.256,0,
08/08/2014,5.256,5.256,5.256,5.256,0,
11/08/2014,5.256,5.256,5.256,5.256,0,
12/08/2014,5.256,5.256,5.256,5.256,0,
13/08/2014,5.256,5.256,5.256,5.256,0,
14/08/2014,5.256,5.256,5.256,5.256,0,
15/08/2014,5.256,5.256,5.256,5.256,0,
18/08/2014,5.256,5.256,5.256,5.256,0,
19/08/2014,5.256,5.256,5.256,5.256,0,
20/08/2014,5.256,5.256,5.256,5.256,0,
21/08/2014,5.256,5.256,5.256,5.256,0,
22/08/2014,5.256,5.256,5.256,5.256,0,
25/08/2014,5.256,5.256,5.256,5.256,0,
26/08/2014,5.256,5.256,5.256,5.256,0,
27/08/2014,5.256,5.256,5.256,5.256,0,
28/08/2014,5.256,5.256,5.256,5.256,0,
29/08/2014,5.256,5.256,5.256,5.256,0,
03/09/2014,5.256,5.256,5.256,5.256,0,
04/09/2014,5.256,5.256,5.256,5.256,0,
05/09/2014,5.256,5.256,5.256,5.256,0,
08/09/2014,5.256,5.256,5.256,5.256,0,
09/09/2014,5.256,5.256,5.256,5.256,0,
10/09/2014,5.256,5.256,5.256,5.256,0,
11/09/2014,5.256,5.256,5.256,5.256,0,
12/09/2014,5.256,5.256,5.256,5.256,0,
15/09/2014,5.256,5.256,5.256,5.256,0,
16/09/2014,5.256,5.256,5.256,5.256,0,
17/09/2014,5.256,5.256,5.256,5.256,0,
18/09/2014,5.483,5.483,5.483,5.483,92700,
19/09/2014,5.94,5.94,5.94,5.94,11900,
22/09/2014,5.94,5.94,5.94,5.94,0,
23/09/2014,5.94,5.94,5.94,5.94,0,
24/09/2014,5.94,5.94,5.94,5.94,0,
25/09/2014,5.94,5.94,5.94,5.94,0,
26/09/2014,5.94,5.94,5.94,5.94,0,
29/09/2014,5.94,5.94,5.94,5.94,0,
30/09/2014,5.94,5.94,5.94,5.94,0,
01/10/2014,5.94,5.94,5.94,5.94,0,
02/10/2014,5.94,5.94,5.94,5.94,0,
03/10/2014,5.483,5.483,5.483,5.483,2900,
06/10/2014,5.483,5.483,5.483,5.483,0,
07/10/2014,5.483,5.483,5.483,5.483,0,
08/10/2014,5.483,5.483,5.483,5.483,0,
09/10/2014,5.483,5.483,5.483,5.483,0,
10/10/2014,5.483,5.483,5.483,5.483,0,
13/10/2014,5.483,6.031,5.483,5.483,2600,
14/10/2014,5.483,5.483,5.483,5.483,0,
15/10/2014,5.483,5.483,5.483,5.483,0,
16/10/2014,5.483,5.483,5.483,5.483,0,
17/10/2014,5.483,5.483,5.483,5.483,0,
20/10/2014,5.483,5.483,5.483,5.483,0,
21/10/2014,5.483,5.483,5.483,5.483,0,
22/10/2014,5.483,5.483,5.483,5.483,0,
23/10/2014,5.483,5.483,5.483,5.483,0,
24/10/2014,5.483,5.483,5.483,5.483,0,
27/10/2014,5.483,5.483,5.483,5.483,0,
28/10/2014,5.483,5.483,5.483,5.483,0,
29/10/2014,5.483,5.483,5.483,5.483,0,
30/10/2014,5.483,5.483,5.483,5.483,0,
31/10/2014,5.483,5.483,5.483,5.483,0,
03/11/2014,5.483,5.483,5.483,5.483,0,
04/11/2014,5.483,5.483,5.483,5.483,0,
05/11/2014,5.483,5.483,5.483,5.483,0,
06/11/2014,5.483,5.483,5.483,5.483,0,
07/11/2014,5.483,5.483,5.483,5.483,0,
10/11/2014,5.483,5.483,5.483,5.483,0,
11/11/2014,5.483,5.483,5.483,5.483,0,
12/11/2014,5.483,5.483,5.483,5.483,0,
13/11/2014,5.483,5.483,5.483,5.483,0,
14/11/2014,5.483,5.483,5.483,5.483,0,
17/11/2014,5.483,5.483,5.483,5.483,0,
18/11/2014,5.483,5.483,5.483,5.483,0,
19/11/2014,5.483,5.483,5.483,5.483,5000,
20/11/2014,5.483,5.483,5.483,5.483,0,
21/11/2014,5.483,5.483,5.483,5.483,0,
24/11/2014,5.483,5.483,5.483,5.483,0,
25/11/2014,5.483,5.483,5.483,5.483,0,
26/11/2014,5.483,5.483,5.483,5.483,0,
27/11/2014,5.483,5.483,5.483,5.483,0,
28/11/2014,5.483,5.483,5.483,5.483,0,
01/12/2014,5.483,5.483,5.483,5.483,0,
02/12/2014,5.483,5.483,5.483,5.483,0,
03/12/2014,5.483,5.483,5.483,5.483,0,
04/12/2014,5.483,5.483,5.483,5.483,0,
05/12/2014,5.483,5.483,5.483,5.483,0,
08/12/2014,5.483,5.483,5.483,5.483,0,
09/12/2014,5.483,5.483,5.483,5.483,0,
10/12/2014,5.483,5.483,5.483,5.483,0,
11/12/2014,5.483,5.483,5.483,5.483,16400,
12/12/2014,5.483,5.483,5.483,5.483,0,
15/12/2014,5.483,5.483,5.483,5.483,0,
16/12/2014,5.483,5.483,5.483,5.483,0,
17/12/2014,5.483,5.483,5.483,5.483,2600,
18/12/2014,5.483,5.483,5.483,5.483,0,
19/12/2014,5.483,5.483,5.483,5.483,2200,
22/12/2014,5.483,5.483,5.483,5.483,0,
23/12/2014,5.483,5.483,5.483,5.483,0,
24/12/2014,5.483,5.483,5.483,5.483,0,
25/12/2014,5.483,5.483,5.483,5.483,0,
26/12/2014,5.483,5.483,5.483,5.483,0,
29/12/2014,5.483,5.483,5.483,5.483,0,
30/12/2014,5.483,5.483,5.483,5.483,0,
31/12/2014,5.483,5.483,5.483,5.483,0,
05/01/2015,5.483,5.483,5.483,5.483,0,
06/01/2015,5.483,5.483,5.483,5.483,0,
07/01/2015,5.483,5.483,5.483,5.483,0,
08/01/2015,5.483,5.483,5.483,5.483,0,
09/01/2015,5.483,5.483,5.483,5.483,0,
12/01/2015,5.483,5.483,5.483,5.483,0,
13/01/2015,5.483,5.483,5.483,5.483,0,
14/01/2015,5.483,5.483,5.483,5.483,0,
15/01/2015,5.483,5.483,5.483,5.483,0,
16/01/2015,5.483,5.483,5.483,5.483,0,
19/01/2015,5.483,5.483,5.483,5.483,0,
20/01/2015,5.483,5.483,5.483,5.483,0,
21/01/2015,5.483,5.483,5.483,5.483,0,
22/01/2015,5.483,5.483,5.483,5.483,0,
23/01/2015,5.483,5.483,5.483,5.483,0,
26/01/2015,5.483,5.483,5.483,5.483,0,
27/01/2015,5.483,5.483,5.483,5.483,0,
28/01/2015,5.483,5.483,5.483,5.483,2000,
29/01/2015,5.483,5.483,5.483,5.483,0,
30/01/2015,5.483,5.483,5.483,5.483,0,
02/02/2015,5.483,5.483,5.483,5.483,0,
03/02/2015,5.483,5.483,5.483,5.483,0,
04/02/2015,5.483,5.483,5.483,5.483,0,
05/02/2015,5.483,5.483,5.483,5.483,0,
06/02/2015,5.483,5.483,5.483,5.483,0,
09/02/2015,5.483,5.483,5.483,5.483,0,
10/02/2015,5.483,5.483,5.483,5.483,0,
11/02/2015,5.483,5.483,5.483,5.483,0,
12/02/2015,5.483,5.483,5.483,5.483,0,
13/02/2015,5.483,5.483,5.483,5.483,0,
24/02/2015,5.483,5.483,5.483,5.483,0,
25/02/2015,5.483,5.483,5.483,5.483,0,
26/02/2015,5.483,5.483,5.483,5.483,0,
27/02/2015,5.483,5.483,5.483,5.483,0,
02/03/2015,5.483,5.483,5.483,5.483,0,
03/03/2015,5.483,5.483,5.483,5.483,0,
04/03/2015,5.483,5.483,5.483,5.483,0,
05/03/2015,5.483,5.483,5.483,5.483,0,
06/03/2015,5.483,5.483,5.483,5.483,0,
09/03/2015,5.483,5.483,5.483,5.483,0,
10/03/2015,5.483,5.483,5.483,5.483,0,
11/03/2015,5.483,5.483,5.483,5.483,0,
12/03/2015,5.483,5.483,5.483,5.483,0,
13/03/2015,5.483,5.483,5.483,5.483,0,
16/03/2015,5.483,5.483,5.483,5.483,0,
17/03/2015,5.483,5.483,5.483,5.483,0,
18/03/2015,5.483,5.483,5.483,5.483,0,
19/03/2015,5.483,5.483,5.483,5.483,0,
20/03/2015,5.483,5.483,5.483,5.483,0,
23/03/2015,5.483,5.483,5.483,5.483,0,
24/03/2015,5.483,5.483,5.483,5.483,0,
25/03/2015,5.483,5.483,5.483,5.483,0,
26/03/2015,5.483,5.483,5.483,5.483,0,
27/03/2015,5.483,5.483,5.483,5.483,0,
30/03/2015,5.483,5.483,5.483,5.483,0,
31/03/2015,5.483,5.483,5.483,5.483,0,
01/04/2015,5.483,5.483,5.483,5.483,0,
02/04/2015,5.483,5.483,5.483,5.483,0,
03/04/2015,5.483,5.483,5.483,5.483,0,
06/04/2015,5.483,5.483,5.483,5.483,0,
07/04/2015,5.483,5.483,5.483,5.483,0,
08/04/2015,5.483,5.483,5.483,5.483,0,
09/04/2015,5.483,5.483,5.483,5.483,0,
10/04/2015,5.483,5.483,5.483,5.483,0,
13/04/2015,5.483,5.483,5.483,5.483,0,
14/04/2015,5.483,5.483,5.483,5.483,0,
15/04/2015,5.483,5.483,5.483,5.483,0,
16/04/2015,5.483,5.483,5.483,5.483,0,
17/04/2015,5.483,5.483,5.483,5.483,0,
20/04/2015,5.483,5.483,5.483,5.483,0,
21/04/2015,5.483,5.483,5.483,5.483,0,
22/04/2015,5.483,5.483,5.483,5.483,0,
23/04/2015,5.483,5.483,5.483,5.483,0,
24/04/2015,5.483,5.483,5.483,5.483,0,
27/04/2015,5.483,5.483,5.483,5.483,0,
04/05/2015,5.483,5.483,5.483,5.483,0,
05/05/2015,5.483,5.483,5.483,5.483,0,
06/05/2015,5.483,5.483,5.483,5.483,0,
07/05/2015,5.483,5.483,5.483,5.483,0,
08/05/2015,5.483,5.483,5.483,5.483,0,
11/05/2015,5.483,5.483,5.483,5.483,0,
12/05/2015,5.483,5.483,5.483,5.483,0,
13/05/2015,5.483,5.483,5.483,5.483,0,
14/05/2015,5.483,5.483,5.483,5.483,0,
15/05/2015,5.483,5.483,5.483,5.483,0,
18/05/2015,5.483,5.483,5.483,5.483,0,
19/05/2015,5.483,5.483,5.483,5.483,0,
20/05/2015,5.483,5.483,5.483,5.483,0,
21/05/2015,5.483,5.483,5.483,5.483,0,
22/05/2015,5.483,5.483,5.483,5.483,0,
25/05/2015,5.483,5.483,5.483,5.483,0,
26/05/2015,5.483,5.483,5.483,5.483,0,
27/05/2015,5.483,5.483,5.483,5.483,0,
28/05/2015,5.483,5.483,5.483,5.483,0,
29/05/2015,5.483,5.483,5.483,5.483,0,
01/06/2015,5.483,5.483,5.483,5.483,0,
02/06/2015,5.483,5.483,5.483,5.483,0,
03/06/2015,5.483,5.483,5.483,5.483,0,
04/06/2015,6.215,6.215,6.215,6.215,3200,
05/06/2015,6.215,6.215,6.215,6.215,0,
08/06/2015,6.215,6.215,6.215,6.215,0,
09/06/2015,6.215,6.215,6.215,6.215,0,
10/06/2015,6.215,6.215,6.215,6.215,0,
11/06/2015,6.215,6.215,6.215,6.215,0,
12/06/2015,6.215,6.215,6.215,6.215,0,
15/06/2015,6.215,6.215,6.215,6.215,0,
16/06/2015,6.215,6.215,6.215,6.215,0,
17/06/2015,6.215,6.215,6.215,6.215,0,
18/06/2015,6.215,6.215,6.215,6.215,0,
19/06/2015,6.215,6.215,6.215,6.215,0,
22/06/2015,6.215,6.215,6.215,6.215,0,
23/06/2015,6.215,6.215,6.215,6.215,0,
24/06/2015,6.215,6.215,6.215,6.215,0,
25/06/2015,6.215,6.215,6.215,6.215,0,
26/06/2015,6.215,6.215,6.215,6.215,0,
29/06/2015,6.215,6.215,6.215,6.215,0,
30/06/2015,6.215,6.215,6.215,6.215,0,
01/07/2015,6.215,6.215,6.215,6.215,0,
02/07/2015,6.215,6.215,6.215,6.215,0,
03/07/2015,6.215,6.215,6.215,6.215,0,
06/07/2015,6.215,6.215,6.215,6.215,0,
07/07/2015,6.215,6.215,6.215,6.215,0,
08/07/2015,6.215,6.215,6.215,6.215,0,
09/07/2015,6.215,6.215,6.215,6.215,0,
10/07/2015,6.215,6.215,6.215,6.215,0,
13/07/2015,6.215,6.215,6.215,6.215,0,
14/07/2015,6.215,6.215,6.215,6.215,0,
15/07/2015,6.215,6.215,6.215,6.215,0,
16/07/2015,6.215,6.215,6.215,6.215,0,DIVIDEND
17/07/2015,6.215,6.215,6.215,6.215,0,
20/07/2015,6.215,6.215,6.215,6.215,0,
21/07/2015,6.215,6.215,6.215,6.215,0,
22/07/2015,6.215,6.215,6.215,6.215,0,
23/07/2015,6.215,6.215,6.215,6.215,0,
24/07/2015,6.215,6.215,6.215,6.215,0,
27/07/2015,6.215,6.215,6.215,6.215,0,
28/07/2015,6.215,6.215,6.215,6.215,0,
29/07/2015,6.215,6.215,6.215,6.215,0,
30/07/2015,6.215,6.215,6.215,6.215,0,
31/07/2015,6.215,6.215,6.215,6.215,0,
03/08/2015,6.215,6.215,6.215,6.215,0,
04/08/2015,6.215,6.215,6.215,6.215,0,
05/08/2015,6.215,6.215,6.215,6.215,0,
06/08/2015,6.215,6.215,6.215,6.215,0,
07/08/2015,6.215,6.215,6.215,6.215,0,
10/08/2015,6.215,6.215,6.215,6.215,0,
11/08/2015,6.215,6.215,6.215,6.215,0,
12/08/2015,6.215,6.215,6.215,6.215,0,
13/08/2015,6.215,6.215,6.215,6.215,0,
14/08/2015,6.215,6.215,6.215,6.215,0,
17/08/2015,6.215,6.215,6.215,6.215,0,
18/08/2015,6.215,6.215,6.215,6.215,0,
19/08/2015,6.215,6.215,6.215,6.215,0,
20/08/2015,6.215,6.215,6.215,6.215,0,
21/08/2015,6.215,6.215,6.215,6.215,0,
24/08/2015,6.215,6.215,6.215,6.215,4700,
25/08/2015,6.215,6.215,6.215,6.215,0,
26/08/2015,6.215,6.215,6.215,6.215,0,
27/08/2015,6.215,6.215,6.215,6.215,0,
28/08/2015,6.215,6.215,6.215,6.215,0,
31/08/2015,6.215,6.215,6.215,6.215,0,
01/09/2015,6.215,6.215,6.215,6.215,0,
03/09/2015,6.215,6.215,6.215,6.215,0,
04/09/2015,6.215,6.215,6.215,6.215,0,
07/09/2015,6.215,6.215,6.215,6.215,0,
08/09/2015,6.215,6.215,6.215,6.215,0,
09/09/2015,6.215,6.215,6.215,6.215,0,
10/09/2015,6.215,6.215,6.215,6.215,0,
11/09/2015,5.306,5.306,5.306,5.306,2000,
14/09/2015,5.306,5.306,5.306,5.306,0,
15/09/2015,5.306,5.306,5.306,5.306,0,
16/09/2015,5.306,5.306,5.306,5.306,0,
17/09/2015,5.306,5.306,5.306,5.306,0,
18/09/2015,5.306,5.306,5.306,5.306,0,
21/09/2015,5.306,5.306,5.306,5.306,0,
22/09/2015,5.306,5.306,5.306,5.306,0,
23/09/2015,5.306,5.306,5.306,5.306,0,
24/09/2015,5.306,5.306,5.306,5.306,0,
25/09/2015,5.306,5.306,5.306,5.306,0,
28/09/2015,5.306,5.306,5.306,5.306,0,
29/09/2015,5.306,5.306,5.306,5.306,0,
30/09/2015,5.306,5.306,5.306,5.306,0,
01/10/2015,5.306,5.306,5.306,5.306,0,
02/10/2015,5.306,5.306,5.306,5.306,0,
05/10/2015,5.306,5.306,5.306,5.306,0,
06/10/2015,5.306,5.306,5.306,5.306,0,
07/10/2015,5.306,5.306,5.306,5.306,0,
08/10/2015,5.306,5.306,5.306,5.306,0,
09/10/2015,5.306,5.306,5.306,5.306,0,
12/10/2015,5.306,5.306,5.306,5.306,0,
13/10/2015,5.306,5.306,5.306,5.306,0,
14/10/2015,5.306,5.306,5.306,5.306,0,
15/10/2015,5.306,5.306,5.306,5.306,0,
16/10/2015,5.306,5.306,5.306,5.306,0,
19/10/2015,5.306,5.306,5.306,5.306,0,
20/10/2015,5.306,5.306,5.306,5.306,0,
21/10/2015,5.306,5.306,5.306,5.306,0,
22/10/2015,5.306,5.306,5.306,5.306,0,
23/10/2015,5.306,5.306,5.306,5.306,0,
26/10/2015,5.306,5.306,5.306,5.306,0,
27/10/2015,5.306,5.306,5.306,5.306,0,
28/10/2015,5.306,5.306,5.306,5.306,0,
29/10/2015,5.306,5.306,5.306,5.306,0,
30/10/2015,5.306,5.306,5.306,5.306,0,
02/11/2015,5.306,5.306,5.306,5.306,0,
03/11/2015,5.306,5.306,5.306,5.306,0,
04/11/2015,5.306,5.306,5.306,5.306,0,
05/11/2015,5.306,5.306,5.306,5.306,0,
06/11/2015,5.306,5.306,5.306,5.306,0,
09/11/2015,5.306,5.306,5.306,5.306,0,
10/11/2015,5.306,5.306,5.306,5.306,0,
11/11/2015,5.306,5.306,5.306,5.306,0,
12/11/2015,5.306,5.306,5.306,5.306,0,
13/11/2015,5.306,5.306,5.306,5.306,0,
16/11/2015,5.306,5.306,5.306,5.306,0,
17/11/2015,5.306,5.306,5.306,5.306,0,
18/11/2015,5.306,5.306,5.306,5.306,0,
19/11/2015,5.306,5.306,5.306,5.306,0,
20/11/2015,5.306,5.306,5.306,5.306,0,
23/11/2015,5.306,5.306,5.306,5.306,0,
24/11/2015,5.306,5.306,5.306,5.306,0,
25/11/2015,5.306,5.306,5.306,5.306,300,
26/11/2015,5.306,5.306,5.306,5.306,0,
27/11/2015,5.306,5.306,5.306,5.306,0,
30/11/2015,5.306,5.306,5.306,5.306,0,
01/12/2015,5.306,5.306,5.306,5.306,0,
02/12/2015,5.306,5.306,5.306,5.306,0,
03/12/2015,5.306,5.306,5.306,5.306,0,
04/12/2015,5.306,5.306,5.306,5.306,0,
07/12/2015,5.306,5.306,5.306,5.306,0,
08/12/2015,5.45,5.45,5.45,5.45,1400,
09/12/2015,5.45,5.45,5.45,5.45,0,
10/12/2015,5.45,5.45,5.45,5.45,0,
11/12/2015,5.45,5.45,5.45,5.45,0,
14/12/2015,5.45,5.45,5.45,5.45,0,
15/12/2015,5.45,5.45,5.45,5.45,0,
16/12/2015,5.45,5.45,5.45,5.45,0,
17/12/2015,5.45,5.45,5.45,5.45,0,
18/12/2015,6.263,6.263,6.263,6.263,422100,
21/12/2015,6.263,6.263,6.263,6.263,0,
22/12/2015,6.263,6.263,6.263,6.263,0,
23/12/2015,6.263,6.263,6.263,6.263,0,
24/12/2015,6.263,6.263,6.263,6.263,0,
25/12/2015,6.263,6.263,6.263,6.263,0,
28/12/2015,6.263,6.263,6.263,6.263,0,
29/12/2015,6.263,6.263,6.263,6.263,0,
30/12/2015,6.263,6.263,6.263,6.263,0,
31/12/2015,6.263,6.263,6.263,6.263,0,
04/01/2016,6.263,6.263,6.263,6.263,0,
05/01/2016,6.263,6.263,6.263,6.263,0,
06/01/2016,6.263,6.263,6.263,6.263,0,
07/01/2016,6.263,6.263,6.263,6.263,0,
08/01/2016,6.263,6.263,6.263,6.263,0,
11/01/2016,6.263,6.263,6.263,6.263,0,
12/01/2016,6.263,6.263,6.263,6.263,0,
13/01/2016,6.263,6.263,6.263,6.263,0,
14/01/2016,6.263,6.263,6.263,6.263,0,
15/01/2016,6.263,6.263,6.263,6.263,0,
18/01/2016,6.263,6.263,6.263,6.263,0,
19/01/2016,6.263,6.263,6.263,6.263,0,
20/01/2016,6.263,6.263,6.263,6.263,0,
21/01/2016,6.263,6.263,6.263,6.263,0,
22/01/2016,6.263,6.263,6.263,6.263,0,
25/01/2016,6.263,6.263,6.263,6.263,0,
26/01/2016,6.263,6.263,6.263,6.263,0,
27/01/2016,6.263,6.263,6.263,6.263,0,
28/01/2016,6.263,6.263,6.263,6.263,0,
29/01/2016,6.263,6.263,6.263,6.263,0,
01/02/2016,6.263,6.263,6.263,6.263,0,
02/02/2016,6.263,6.263,6.263,6.263,0,
03/02/2016,5.832,5.832,5.832,5.832,1700,
04/02/2016,5.832,5.832,5.832,5.832,0,
05/02/2016,5.832,5.832,5.832,5.832,0,
15/02/2016,5.832,5.832,5.832,5.832,0,
16/02/2016,5.832,5.832,5.832,5.832,0,
17/02/2016,5.832,5.832,5.832,5.832,0,
18/02/2016,5.832,5.832,5.832,5.832,0,
19/02/2016,5.832,5.832,5.832,5.832,0,
22/02/2016,5.832,5.832,5.832,5.832,0,
23/02/2016,5.832,5.832,5.832,5.832,0,
24/02/2016,5.832,5.832,5.832,5.832,0,
25/02/2016,5.832,5.832,5.832,5.832,0,
26/02/2016,5.832,5.832,5.832,5.832,0,
29/02/2016,5.832,5.832,5.832,5.832,0,
01/03/2016,5.832,5.832,5.832,5.832,0,
02/03/2016,5.354,5.354,5.354,5.354,100,
03/03/2016,5.354,5.354,5.354,5.354,0,
04/03/2016,5.354,5.354,5.354,5.354,0,
07/03/2016,5.354,5.354,5.354,5.354,0,
08/03/2016,5.354,5.354,5.354,5.354,0,
09/03/2016,5.354,5.354,5.354,5.354,0,
10/03/2016,5.354,5.354,5.354,5.354,2000,
11/03/2016,6.119,6.119,6.119,6.119,100,
14/03/2016,6.119,6.119,6.119,6.119,0,
15/03/2016,6.119,6.119,6.119,6.119,0,
16/03/2016,6.119,6.119,6.119,6.119,0,
17/03/2016,6.119,6.119,6.119,6.119,0,
18/03/2016,5.354,5.354,5.354,5.354,1800,
21/03/2016,5.354,5.354,5.354,5.354,0,
22/03/2016,5.354,5.354,5.354,5.354,0,
23/03/2016,5.354,5.354,5.354,5.354,0,
24/03/2016,5.354,5.354,5.354,5.354,0,
25/03/2016,5.354,5.354,5.354,5.354,0,
28/03/2016,5.354,5.354,5.354,5.354,0,
29/03/2016,5.354,5.354,5.354,5.354,0,
30/03/2016,5.354,5.354,5.354,5.354,0,
31/03/2016,5.354,5.354,5.354,5.354,0,
01/04/2016,5.354,5.354,5.354,5.354,0,
04/04/2016,5.354,5.354,5.354,5.354,0,
05/04/2016,5.354,5.354,5.354,5.354,0,
06/04/2016,5.354,5.354,5.354,5.354,0,
07/04/2016,5.354,5.354,5.354,5.354,0,
08/04/2016,5.354,5.354,5.354,5.354,0,
11/04/2016,5.354,5.354,5.354,5.354,0,
12/04/2016,5.354,5.354,5.354,5.354,0,
13/04/2016,5.354,5.354,5.354,5.354,0,
14/04/2016,5.354,5.354,5.354,5.354,0,
15/04/2016,5.354,5.354,5.354,5.354,0,
19/04/2016,5.354,5.354,5.354,5.354,0,
20/04/2016,5.354,5.354,5.354,5.354,0,
21/04/2016,5.354,5.354,5.354,5.354,0,
22/04/2016,5.354,5.354,5.354,5.354,0,
25/04/2016,5.354,5.354,5.354,5.354,0,
26/04/2016,5.354,5.354,5.354,5.354,0,
27/04/2016,5.354,5.354,5.354,5.354,0,
28/04/2016,5.354,5.354,5.354,5.354,0,
29/04/2016,5.354,5.354,5.354,5.354,0,
04/05/2016,5.354,5.354,5.354,5.354,0,
05/05/2016,5.354,5.354,5.354,5.354,0,
06/05/2016,5.354,5.354,5.354,5.354,0,
09/05/2016,5.354,5.354,5.354,5.354,0,
10/05/2016,7.457,7.457,7.457,7.457,100,
11/05/2016,7.649,7.649,7.649,7.649,100,
12/05/2016,7.649,7.649,7.649,7.649,0,
13/05/2016,7.649,7.649,7.649,7.649,0,
16/05/2016,7.649,7.649,7.649,7.649,0,
17/05/2016,7.649,7.649,7.649,7.649,0,
18/05/2016,7.649,7.649,7.649,7.649,0,
19/05/2016,8.795,8.795,8.795,8.795,100,
20/05/2016,8.795,8.795,8.795,8.795,0,
23/05/2016,8.795,8.795,8.795,8.795,0,
24/05/2016,8.843,8.843,8.795,8.795,900,
25/05/2016,8.843,8.843,8.843,8.843,0,
26/05/2016,8.843,8.843,8.843,8.843,0,
27/05/2016,8.843,8.843,8.843,8.843,0,
30/05/2016,8.843,8.843,8.843,8.843,0,
31/05/2016,8.843,8.843,8.843,8.843,0,
01/06/2016,8.843,8.843,8.843,8.843,0,
02/06/2016,8.843,8.843,8.843,8.843,0,
03/06/2016,8.843,8.843,8.843,8.843,0,
06/06/2016,8.843,8.843,8.843,8.843,0,
07/06/2016,10.135,10.135,10.135,10.135,100,
08/06/2016,10.135,10.135,10.135,10.135,0,
09/06/2016,10.135,10.135,10.135,10.135,0,
10/06/2016,10.135,10.135,10.135,10.135,0,
13/06/2016,10.135,10.135,10.135,10.135,0,
14/06/2016,10.135,10.135,10.135,10.135,0,
15/06/2016,11.617,11.617,11.617,11.617,100,
16/06/2016,11.617,11.617,11.617,11.617,0,
17/06/2016,11.617,11.617,11.617,11.617,0,
20/06/2016,11.617,11.617,11.617,11.617,0,
21/06/2016,11.617,11.617,11.617,11.617,0,
22/06/2016,11.617,11.617,11.617,11.617,0,
23/06/2016,11.617,11.617,11.617,11.617,0,
24/06/2016,11.617,11.617,11.617,11.617,0,
27/06/2016,11.617,11.617,11.617,11.617,0,
28/06/2016,11.617,11.617,11.617,11.617,0,
29/06/2016,11.617,11.617,11.617,11.617,0,
30/06/2016,10.039,10.039,10.039,10.039,700,
01/07/2016,10.039,10.039,10.039,10.039,0,
04/07/2016,10.039,10.039,10.039,10.039,0,
05/07/2016,10.039,10.039,10.039,10.039,0,
06/07/2016,10.039,10.039,10.039,10.039,0,
07/07/2016,10.039,10.039,10.039,10.039,0,
08/07/2016,10.039,10.039,10.039,10.039,0,
11/07/2016,10.039,10.039,10.039,10.039,0,
12/07/2016,10.039,10.039,10.039,10.039,0,
13/07/2016,10.039,10.039,10.039,10.039,0,
14/07/2016,10.039,10.039,10.039,10.039,0,
15/07/2016,10.039,10.039,10.039,10.039,0,
18/07/2016,10.039,10.039,10.039,10.039,0,
19/07/2016,10.039,10.039,10.039,10.039,0,
20/07/2016,10.039,10.039,10.039,10.039,0,
21/07/2016,10.039,10.039,10.039,10.039,0,DIVIDEND
22/07/2016,10.039,10.039,10.039,10.039,0,
25/07/2016,10.039,10.039,10.039,10.039,0,
26/07/2016,10.039,10.039,10.039,10.039,0,
27/07/2016,10.039,10.039,10.039,10.039,0,
28/07/2016,10.039,10.039,10.039,10.039,0,
29/07/2016,10.039,10.039,10.039,10.039,0,
01/08/2016,10.039,10.039,10.039,10.039,0,
02/08/2016,10.039,10.039,10.039,10.039,0,
03/08/2016,10.039,10.039,10.039,10.039,0,
04/08/2016,10.039,10.039,10.039,10.039,0,
05/08/2016,10.039,10.039,10.039,10.039,0,
08/08/2016,10.039,10.039,10.039,10.039,0,
09/08/2016,10.039,10.039,10.039,10.039,0,
10/08/2016,10.039,10.039,10.039,10.039,0,
11/08/2016,10.039,10.039,10.039,10.039,0,
12/08/2016,10.039,10.039,10.039,10.039,0,
